KO	ID	KCLASS	KPATH	EC	NAME
K01622	K01622	Metabolism	Carbohydrate-metabolism	Pentose-phosphate-pathway	4.1.2.13	fructose 1,6-bisphosphate aldolase/phosphatase
K16305	K16305	Metabolism	Carbohydrate-metabolism	Pentose-phosphate-pathway	4.1.2.13	fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase
K16306	K16306	Metabolism	Carbohydrate-metabolism	Pentose-phosphate-pathway	4.1.2.13	fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase
K03841	FBP	Metabolism	Carbohydrate-metabolism	Pentose-phosphate-pathway	3.1.3.11	fructose-1,6-bisphosphatase I
K02446	glpX	Metabolism	Carbohydrate-metabolism	Pentose-phosphate-pathway	3.1.3.11	fructose-1,6-bisphosphatase II
K11532	glpX-SEBP	Metabolism	Carbohydrate-metabolism	Pentose-phosphate-pathway	3.1.3.11	fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase
K04041	fbp3	Metabolism	Carbohydrate-metabolism	Pentose-phosphate-pathway	3.1.3.11	fructose-1,6-bisphosphatase III
K00850	pfkA	Metabolism	Carbohydrate-metabolism	Pentose-phosphate-pathway	2.7.1.11	6-phosphofructokinase 1
K16370	pfkB	Metabolism	Carbohydrate-metabolism	Pentose-phosphate-pathway	2.7.1.11	6-phosphofructokinase 2
K00918	pfkC	Metabolism	Carbohydrate-metabolism	Pentose-phosphate-pathway	2.7.1.146	ADP-dependent phosphofructokinase/glucokinase
K01051	E3.1.1.11	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	3.1.1.11	pectinesterase
K01728	E4.2.2.2	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	4.2.2.2	pectate lyase
K01731	E4.2.2.9	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	4.2.2.9	pectate disaccharide-lyase
K01730	E4.2.2.6	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	4.2.2.6	oligogalacturonide lyase
K01815	kduI	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	5.3.1.17	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
K00065	kduD	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	1.1.1.125	2-deoxy-D-gluconate 3-dehydrogenase
K00874	kdgK	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	2.7.1.45	2-dehydro-3-deoxygluconokinase
K01625	eda	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	4.1.2.14	2-dehydro-3-deoxyphosphogluconate aldolase / 4-hydroxy-2-oxoglutarate aldolase
K01184	E3.2.1.15	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	3.2.1.15	polygalacturonase
K01213	E3.2.1.67	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	3.2.1.67	galacturan 1,4-alpha-galacturonidase
K01812	uxaC	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	5.3.1.12	glucuronate isomerase
K00041	uxaB	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	1.1.1.58	tagaturonate reductase
K01685	uxaA	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	4.2.1.7	altronate hydrolase
K16849	uxaA1	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	4.2.1.7	altronate dehydratase small subunit
K16850	uxaA2	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	4.2.1.7	altronate dehydratase large subunit
K01686	uxuA	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	4.2.1.8	mannonate dehydratase
K00040	uxuB	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	1.1.1.57	fructuronate reductase
K01195	E3.2.1.31	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	3.2.1.31	beta-glucuronidase
K14756	KL	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	3.2.1.31	klotho
K00699	UGT	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	2.4.1.17	glucuronosyltransferase
K16190	GLCAK	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	2.7.1.43	glucuronokinase
K12447	USP	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	2.7.7.64	UDP-sugar pyrophosphorylase
K00012	UGDH	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	1.1.1.22	UDPglucose 6-dehydrogenase
K00963	UGP2	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase
K13247	CRYL1	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	1.1.1.45	L-gulonate 3-dehydrogenase
K08092	dlgD	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	1.1.1.130	3-dehydro-L-gulonate 2-dehydrogenase
K00880	lyxK	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	2.7.1.53	L-xylulokinase
K03081	sgbH	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	4.1.1.85	3-dehydro-L-gulonate-6-phosphate decarboxylase
K03082	sgbU	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	NA	hexulose-6-phosphate isomerase [EC:5.-.-.-]
K01786	araD	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	5.1.3.4	L-ribulose-5-phosphate 4-epimerase
K03080	sgbE	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	5.1.3.4	L-ribulose-5-phosphate 4-epimerase
K01783	rpe	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	5.1.3.1	ribulose-phosphate 3-epimerase
K13812	fae-hps	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	NA	bifunctional enzyme Fae/Hps [EC:4.3.-.- 4.1.2.43]
K08093	hxlA	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	4.1.2.43	3-hexulose-6-phosphate synthase
K08094	hxlB	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	5.3.1.27	6-phospho-3-hexuloisomerase
K13831	hps-phi	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	4.1.2.43	3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase
K01804	araA	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	5.3.1.4	L-arabinose isomerase
K00853	araB	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	2.7.1.16	L-ribulokinase
K00854	xylB	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	2.7.1.17	xylulokinase
K01805	xylA	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	5.3.1.5	xylose isomerase
K00011	E1.1.1.21	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	1.1.1.21	aldehyde reductase
K03331	DCXR	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	1.1.1.10	L-xylulose reductase
K01820	E5.3.1.-	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	NA	 [EC:5.3.1.-]
K00848	rhaB	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	2.7.1.5	rhamnulokinase
K01629	rhaD	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	4.1.2.19	rhamnulose-1-phosphate aldolase
K00007	dalD	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	1.1.1.11	D-arabinitol 4-dehydrogenase
K05351	E1.1.1.9	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	1.1.1.9	D-xylulose reductase
K00078	DHDH	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	1.3.1.20	dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP)
K14273	xdh	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	NA	xylose dehydrogenase (NAD/NADP)
K14274	K14274	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	NA	D-xylonolactonase
K14275	xad	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	NA	D-xylonate dehydratase
K14259	kdxD	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	NA	2-keto-3-deoxyxylonate dehydratase [EC:4.2.1.-]
K00128	E1.2.1.3	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	1.2.1.3	aldehyde dehydrogenase (NAD+)
K00875	E2.7.1.47	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	2.7.1.47	D-ribulokinase
K00039	rbtD	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	1.1.1.56	ribitol 2-dehydrogenase
K05352	tarJ	Metabolism	Carbohydrate-metabolism	Pentose-and-glucuronate-interconversions	1.1.1.137	ribitol-5-phosphate 2-dehydrogenase
K01218	E3.2.1.78	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	3.2.1.78	mannan endo-1,4-beta-mannosidase
K00847	E2.7.1.4	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	2.7.1.4	fructokinase
K01809	E5.3.1.8	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	5.3.1.8	mannose-6-phosphate isomerase
K15916	pgi-pmi	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	5.3.1.9	glucose/mannose-6-phosphate isomerase
K16011	algA	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	2.7.7.13	mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase
K01840	E5.4.2.8	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	5.4.2.8	phosphomannomutase
K15778	pmm-pgm	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	5.4.2.8	phosphomannomutase / phosphoglucomutase
K16881	K16881	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	2.7.7.13	mannose-1-phosphate guanylyltransferase / phosphomannomutase
K00971	manC	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	2.7.7.13	mannose-1-phosphate guanylyltransferase
K00966	GMPP	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	2.7.7.13	mannose-1-phosphate guanylyltransferase
K01711	gmd	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	4.2.1.47	GDPmannose 4,6-dehydratase
K02377	E1.1.1.271	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	1.1.1.271	GDP-L-fucose synthase
K00976	FPGT	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	2.7.7.30	fucose-1-phosphate guanylyltransferase
K05305	FUK	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	2.7.1.52	fucokinase
K01818	fucI	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	5.3.1.25	L-fucose isomerase
K00879	fucK	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	2.7.1.51	L-fuculokinase
K01628	fucA	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	4.1.2.17	L-fuculose-phosphate aldolase
K12660	yfaU	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	NA	2-dehydro-3-deoxy-L-rhamnonate aldolase [EC:4.1.2.-]
K12661	yfaW	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	4.2.1.90	L-rhamnonate dehydratase
K01813	rhaA	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	5.3.1.14	L-rhamnose isomerase
K00848	rhaB	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	2.7.1.5	rhamnulokinase
K01629	rhaD	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	4.1.2.19	rhamnulose-1-phosphate aldolase
K05947	E2.4.1.217	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	2.4.1.217	mannosyl-3-phosphoglycerate synthase
K07026	E3.1.3.70	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	3.1.3.70	mannosyl-3-phosphoglycerate phosphatase
K00844	HK	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	2.7.1.1	hexokinase
K00850	pfkA	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	2.7.1.11	6-phosphofructokinase 1
K16370	pfkB	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	2.7.1.11	6-phosphofructokinase 2
K00895	E2.7.1.90	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	2.7.1.90	pyrophosphate--fructose-6-phosphate 1-phosphotransferase
K03841	FBP	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	3.1.3.11	fructose-1,6-bisphosphatase I
K02446	glpX	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	3.1.3.11	fructose-1,6-bisphosphatase II
K11532	glpX-SEBP	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	3.1.3.11	fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase
K04041	fbp3	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	3.1.3.11	fructose-1,6-bisphosphatase III
K01103	PFKFB	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	2.7.1.105	6-phosphofructo-2-kinase / fructose-2,6-bisphosphatase
K00900	E2.7.1.105	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	2.7.1.105	6-phosphofructo-2-kinase
K14634	TIGAR	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	3.1.3.46	fructose-2,6-bisphosphatase
K01112	E3.1.3.-	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	NA	 [EC:3.1.3.-]
K00009	mtlD	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	1.1.1.17	mannitol-1-phosphate 5-dehydrogenase
K00068	srlD	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	1.1.1.140	sorbitol-6-phosphate 2-dehydrogenase
K00100	E1.1.1.-	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	NA	 [EC:1.1.1.-]
K00846	KHK	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	2.7.1.3	ketohexokinase
K00882	fruK	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	2.7.1.56	1-phosphofructokinase
K00008	E1.1.1.14	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	1.1.1.14	L-iditol 2-dehydrogenase
K00011	E1.1.1.21	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	1.1.1.21	aldehyde reductase
K01805	xylA	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	5.3.1.5	xylose isomerase
K08261	E1.1.99.21	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	1.1.99.21	D-sorbitol dehydrogenase (acceptor)
K00045	E1.1.1.67	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	1.1.1.67	mannitol 2-dehydrogenase
K00007	dalD	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	1.1.1.11	D-arabinitol 4-dehydrogenase
K00066	algD	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	1.1.1.132	GDP-mannose 6-dehydrogenase
K01729	algL	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	4.2.2.3	poly(beta-D-mannuronate) lyase
K00754	E2.4.1.-	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	NA	 [EC:2.4.1.-]
K01623	ALDO	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	4.1.2.13	fructose-bisphosphate aldolase, class I
K11645	fbaB	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	4.1.2.13	fructose-bisphosphate aldolase, class I
K01624	FBA	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	4.1.2.13	fructose-bisphosphate aldolase, class II
K01622	K01622	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	4.1.2.13	fructose 1,6-bisphosphate aldolase/phosphatase
K16305	K16305	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	4.1.2.13	fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase
K16306	K16306	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	4.1.2.13	fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase
K01803	TPI	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	5.3.1.1	triosephosphate isomerase (TIM)
K03332	E3.2.1.80	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	3.2.1.80	fructan beta-fructosidase
K15856	rmd	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	1.1.1.281	GDP-4-dehydro-6-deoxy-D-mannose reductase
K02768	PTS-Fru-EIIA	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	2.7.1.69	PTS system, fructose-specific IIA component
K02769	PTS-Fru-EIIB	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	2.7.1.69	PTS system, fructose-specific IIB component
K02770	PTS-Fru-EIIC	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	NA	PTS system, fructose-specific IIC component
K02793	PTS-Man-EIIA	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	2.7.1.69	PTS system, mannose-specific IIA component
K02794	PTS-Man-EIIB	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	2.7.1.69	PTS system, mannose-specific IIB component
K02795	PTS-Man-EIIC	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	NA	PTS system, mannose-specific IIC component
K02796	PTS-Man-EIID	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	NA	PTS system, mannose-specific IID component
K02798	PTS-Mtl-EIIA	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	2.7.1.69	PTS system, mannitol-specific IIA component
K02799	PTS-Mtl-EIIB	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	2.7.1.69	PTS system, mannitol-specific IIB component
K02800	PTS-Mtl-EIIC	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	NA	PTS system, mannitol-specific IIC component
K02781	PTS-Gut-EIIA	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	2.7.1.69	PTS system, glucitol/sorbitol-specific IIA component
K02782	PTS-Gut-EIIB	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	2.7.1.69	PTS system, glucitol/sorbitol-specific IIB component
K02783	PTS-Gut-EIIC	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	NA	PTS system, glucitol/sorbitol-specific IIC component
K02812	PTS-Sor-EIIA	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	2.7.1.69	PTS system, sorbose-specific IIA component
K02813	PTS-Sor-EIIB	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	2.7.1.69	PTS system, sorbose-specific IIB component
K02814	PTS-Sor-EIIC	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	NA	PTS system, sorbose-specific IIC component
K02815	PTS-Sor-EIID	Metabolism	Carbohydrate-metabolism	Fructose-and-mannose-metabolism	NA	PTS system, sorbose-specific IID component
K00849	galK	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	2.7.1.6	galactokinase
K01784	galE	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	5.1.3.2	UDP-glucose 4-epimerase
K15917	GAL10	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	5.1.3.2	UDP-glucose 4-epimerase / aldose 1-epimerase
K00963	UGP2	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase
K01835	pgm	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	5.4.2.2	phosphoglucomutase
K15778	pmm-pgm	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	5.4.2.8	phosphomannomutase / phosphoglucomutase
K15779	PGM2	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	5.4.2.2	phosphoglucomutase / phosphopentomutase
K00844	HK	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	2.7.1.1	hexokinase
K12407	GCK	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	2.7.1.2	glucokinase
K00845	glk	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	2.7.1.2	glucokinase
K01084	G6PC	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	3.1.3.9	glucose-6-phosphatase
K01190	lacZ	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	3.2.1.23	beta-galactosidase
K12111	ebgA	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	3.2.1.23	evolved beta-galactosidase subunit alpha
K12112	ebgC	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	NA	evolved beta-galactosidase subunit beta
K12308	bgaB	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	3.2.1.23	beta-galactosidase
K12309	GLB1	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	3.2.1.23	beta-galactosidase
K01229	LCT	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	3.2.1.108	lactase-phlorizin hydrolase
K00704	LALBA	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	2.4.1.22	alpha-lactalbumin
K07966	B4GALT1	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	2.4.1.22	beta-1,4-galactosyltransferase 1
K07967	B4GALT2	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	2.4.1.22	beta-1,4-galactosyltransferase 2
K00965	galT	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	2.7.7.12	UDPglucose--hexose-1-phosphate uridylyltransferase
K06617	E2.4.1.82	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	2.4.1.82	raffinose synthase
K01189	GLA	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	3.2.1.22	alpha-galactosidase
K07406	melA	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	3.2.1.22	alpha-galactosidase
K07407	E3.2.1.22B	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	3.2.1.22	alpha-galactosidase
K00011	E1.1.1.21	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	1.1.1.21	aldehyde reductase
K02773	PTS-Gat-EIIA	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	2.7.1.69	PTS system, galactitol-specific IIA component
K02774	PTS-Gat-EIIB	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	2.7.1.69	PTS system, galactitol-specific IIB component
K02775	PTS-Gat-EIIC	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	NA	PTS system, galactitol-specific IIC component
K00094	E1.1.1.251	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	1.1.1.251	galactitol-1-phosphate 5-dehydrogenase
K00917	lacC	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	2.7.1.144	tagatose 6-phosphate kinase
K00850	pfkA	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	2.7.1.11	6-phosphofructokinase 1
K16370	pfkB	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	2.7.1.11	6-phosphofructokinase 2
K01635	lacD	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	4.1.2.40	tagatose 1,6-diphosphate aldolase
K08302	gatY-kbaY	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	4.1.2.40	tagatose 1,6-diphosphate aldolase GatY/KbaY
K16371	gatZ-kbaZ	Metabolism	Carbohydrate-metabolism	Galactose-metabolism	NA	D-tagatose-1,6-bisphosphate aldolase subunit GatZ/KbaZ
